district,week_start,outflows
Adan Yabaal,2017-02-06,77
Adan Yabaal,2017-02-13,4
Adan Yabaal,2017-02-20,518
Adan Yabaal,2017-03-27,47
Adan Yabaal,2017-04-10,39
Adan Yabaal,2017-08-21,4
Adan Yabaal,2017-11-13,5
Adan Yabaal,2017-11-27,12
Adan Yabaal,2017-12-18,20
Adan Yabaal,2017-12-25,57
Adan Yabaal,2018-01-15,24
Adan Yabaal,2018-02-19,5
Adan Yabaal,2018-03-12,38
Adan Yabaal,2018-04-16,22
Adan Yabaal,2018-06-11,13
Adan Yabaal,2018-06-25,13
Adan Yabaal,2018-07-02,10
Adan Yabaal,2018-07-09,14
Adan Yabaal,2018-07-30,34
Adan Yabaal,2018-08-06,4
Adan Yabaal,2018-08-20,12
Adan Yabaal,2018-11-12,41
Adan Yabaal,2018-12-10,16
Adan Yabaal,2019-01-21,3
Adan Yabaal,2019-01-28,92
Adan Yabaal,2019-02-11,14
Adan Yabaal,2019-02-25,5
Adan Yabaal,2019-03-25,7
Adan Yabaal,2019-05-06,6
Adan Yabaal,2019-05-20,7
Adan Yabaal,2019-07-01,48
Adan Yabaal,2019-07-22,12
Adan Yabaal,2019-09-16,12
Adan Yabaal,2019-09-23,7
Adan Yabaal,2020-06-01,10
Adan Yabaal,2020-10-19,83
Adan Yabaal,2020-12-14,10
Adan Yabaal,2021-01-11,9
Adan Yabaal,2021-02-01,45
Adan Yabaal,2021-03-08,14
Adan Yabaal,2021-03-15,51
Adan Yabaal,2021-03-22,51
Adan Yabaal,2021-03-29,54
Adan Yabaal,2021-04-05,39
Adan Yabaal,2021-04-12,60
Adan Yabaal,2021-04-19,24
Adan Yabaal,2021-04-26,44
Adan Yabaal,2021-05-31,15
Adan Yabaal,2021-07-12,6
Adan Yabaal,2021-11-08,18
Adan Yabaal,2021-11-22,87
Adan Yabaal,2021-11-29,58
Adan Yabaal,2021-12-06,56
Adan Yabaal,2021-12-13,127
Adan Yabaal,2021-12-20,49
Adan Yabaal,2021-12-27,41
Adan Yabaal,2022-01-03,8
Adan Yabaal,2022-01-10,90
Adan Yabaal,2022-01-17,11
Adan Yabaal,2022-01-24,53
Adan Yabaal,2022-01-31,8
Adan Yabaal,2022-02-07,57
Adan Yabaal,2022-02-14,59
Adan Yabaal,2022-02-21,79
Adan Yabaal,2022-02-28,57
Adan Yabaal,2022-03-07,57
Adan Yabaal,2022-03-14,60
Adan Yabaal,2022-03-21,39
Adan Yabaal,2022-03-28,22
Adan Yabaal,2022-04-04,82
Adan Yabaal,2022-04-11,21
Adan Yabaal,2022-04-18,55
Adan Yabaal,2022-04-25,85
Adan Yabaal,2022-05-02,28
Adan Yabaal,2022-05-23,7
Adan Yabaal,2022-05-30,41
Adan Yabaal,2022-06-06,33
Adan Yabaal,2022-06-13,49
Adan Yabaal,2022-06-20,10
Adan Yabaal,2022-06-27,44
Adan Yabaal,2022-07-04,30
Adan Yabaal,2022-07-11,30
Adan Yabaal,2022-07-25,178
Adan Yabaal,2022-08-01,52
Adan Yabaal,2022-08-08,22
Adan Yabaal,2022-08-15,21
Adan Yabaal,2022-08-22,19
Adan Yabaal,2022-09-05,74
Adan Yabaal,2022-09-12,37
Adan Yabaal,2022-09-19,37
Adan Yabaal,2022-09-26,16
Adan Yabaal,2022-10-03,42
Adan Yabaal,2022-10-10,39
Adan Yabaal,2022-10-17,12
Adan Yabaal,2022-10-24,14
Adan Yabaal,2022-10-31,136
Adan Yabaal,2022-11-07,20
Adan Yabaal,2022-11-14,337
Adan Yabaal,2022-11-21,507
Adan Yabaal,2022-11-28,738
Adan Yabaal,2022-12-05,184
Adan Yabaal,2022-12-12,1190
Adan Yabaal,2022-12-19,2545
Adan Yabaal,2022-12-26,276
Adan Yabaal,2023-01-02,904
Adan Yabaal,2023-01-09,795
Adan Yabaal,2023-01-16,690
Adan Yabaal,2023-01-23,15
Adan Yabaal,2023-01-30,20
Adan Yabaal,2023-02-13,15397
Adan Yabaal,2023-02-20,51
Adan Yabaal,2023-02-27,22
Adan Yabaal,2023-03-06,29
Adan Yabaal,2023-03-13,30
Adan Yabaal,2023-03-20,1900
Adan Yabaal,2023-03-27,5
Adan Yabaal,2023-04-03,44
Adan Yabaal,2023-04-10,96
Adan Yabaal,2023-04-17,65
Adan Yabaal,2023-04-24,64
Adan Yabaal,2023-05-01,35
Adan Yabaal,2023-05-08,15
Adan Yabaal,2023-05-15,70
Adan Yabaal,2023-05-22,54
Adan Yabaal,2023-05-29,72
Adan Yabaal,2023-06-05,36
Adan Yabaal,2023-06-12,111
Adan Yabaal,2023-06-19,60
Adan Yabaal,2023-06-26,30
Adan Yabaal,2023-07-03,48
Adan Yabaal,2023-07-10,57
Adan Yabaal,2023-07-17,31
Adan Yabaal,2023-07-24,126
Afgooye,2017-01-02,10
Afgooye,2017-01-09,160
Afgooye,2017-01-16,110
Afgooye,2017-01-30,106
Afgooye,2017-02-13,876
Afgooye,2017-03-06,78
Afgooye,2017-03-13,454
Afgooye,2017-03-20,160
Afgooye,2017-04-17,282
Afgooye,2017-05-01,1702
Afgooye,2017-05-15,15
Afgooye,2017-05-22,5755
Afgooye,2017-05-29,1087
Afgooye,2017-06-05,910
Afgooye,2017-07-24,227
Afgooye,2017-08-07,130
Afgooye,2017-08-14,210
Afgooye,2017-08-21,88
Afgooye,2017-08-28,80
Afgooye,2017-09-04,407
Afgooye,2017-09-18,1140
Afgooye,2017-09-25,8
Afgooye,2017-10-02,89
Afgooye,2017-10-09,795
Afgooye,2017-10-16,679
Afgooye,2017-10-23,396
Afgooye,2017-10-30,290
Afgooye,2017-11-06,1992
Afgooye,2017-11-13,4198
Afgooye,2017-11-20,1901
Afgooye,2017-11-27,345
Afgooye,2017-12-04,865
Afgooye,2017-12-11,1378
Afgooye,2017-12-18,242
Afgooye,2017-12-25,2319
Afgooye,2018-01-01,1353
Afgooye,2018-01-08,2253
Afgooye,2018-01-15,1767
Afgooye,2018-01-22,3827
Afgooye,2018-01-29,2311
Afgooye,2018-02-05,2093
Afgooye,2018-02-12,3631
Afgooye,2018-02-19,3729
Afgooye,2018-02-26,2641
Afgooye,2018-03-05,3606
Afgooye,2018-03-12,6705
Afgooye,2018-03-19,685
Afgooye,2018-03-26,781
Afgooye,2018-04-02,374
Afgooye,2018-04-09,614
Afgooye,2018-04-16,405
Afgooye,2018-04-23,1320
Afgooye,2018-04-30,45
Afgooye,2018-05-07,115
Afgooye,2018-05-14,156
Afgooye,2018-05-21,102
Afgooye,2018-05-28,140
Afgooye,2018-06-04,667
Afgooye,2018-06-11,51
Afgooye,2018-06-18,31
Afgooye,2018-06-25,1012
Afgooye,2018-07-02,290
Afgooye,2018-07-09,688
Afgooye,2018-07-16,255
Afgooye,2018-07-23,161
Afgooye,2018-07-30,451
Afgooye,2018-08-06,2630
Afgooye,2018-08-13,1252
Afgooye,2018-08-27,172
Afgooye,2018-09-03,253
Afgooye,2018-09-10,478
Afgooye,2018-09-17,41
Afgooye,2018-09-24,611
Afgooye,2018-10-01,845
Afgooye,2018-10-08,334
Afgooye,2018-10-15,175
Afgooye,2018-10-22,127
Afgooye,2018-10-29,356
Afgooye,2018-11-05,428
Afgooye,2018-11-12,500
Afgooye,2018-11-26,234
Afgooye,2018-12-03,52
Afgooye,2018-12-10,99
Afgooye,2018-12-17,153
Afgooye,2018-12-24,202
Afgooye,2018-12-31,76
Afgooye,2019-01-07,275
Afgooye,2019-01-14,158
Afgooye,2019-01-21,302
Afgooye,2019-01-28,730
Afgooye,2019-02-04,366
Afgooye,2019-02-11,695
Afgooye,2019-02-18,403
Afgooye,2019-02-25,997
Afgooye,2019-03-04,374
Afgooye,2019-03-11,399
Afgooye,2019-03-18,392
Afgooye,2019-03-25,1387
Afgooye,2019-04-01,4559
Afgooye,2019-04-08,989
Afgooye,2019-04-15,476
Afgooye,2019-04-22,5259
Afgooye,2019-04-29,1625
Afgooye,2019-05-06,855
Afgooye,2019-05-13,540
Afgooye,2019-05-20,54
Afgooye,2019-05-27,663
Afgooye,2019-06-03,1166
Afgooye,2019-06-10,151
Afgooye,2019-06-17,649
Afgooye,2019-06-24,2977
Afgooye,2019-07-01,1612
Afgooye,2019-07-08,1316
Afgooye,2019-07-15,1395
Afgooye,2019-07-22,326
Afgooye,2019-07-29,765
Afgooye,2019-08-05,2266
Afgooye,2019-08-12,1397
Afgooye,2019-08-19,1380
Afgooye,2019-08-26,3071
Afgooye,2019-09-02,2308
Afgooye,2019-09-09,476
Afgooye,2019-09-16,968
Afgooye,2019-09-23,3672
Afgooye,2019-09-30,4152
Afgooye,2019-10-07,2354
Afgooye,2019-10-14,1843
Afgooye,2019-10-21,496
Afgooye,2019-10-28,449
Afgooye,2019-11-04,545
Afgooye,2019-11-11,416
Afgooye,2019-11-18,59
Afgooye,2019-11-25,544
Afgooye,2019-12-02,732
Afgooye,2019-12-09,997
Afgooye,2019-12-16,190
Afgooye,2019-12-23,115
Afgooye,2019-12-30,126
Afgooye,2020-01-06,513
Afgooye,2020-01-13,741
Afgooye,2020-01-20,141
Afgooye,2020-01-27,1061
Afgooye,2020-02-03,452
Afgooye,2020-02-10,470
Afgooye,2020-02-17,123
Afgooye,2020-02-24,468
Afgooye,2020-03-02,78
Afgooye,2020-03-09,112
Afgooye,2020-03-16,12
Afgooye,2020-03-23,44
Afgooye,2020-03-30,29
Afgooye,2020-04-06,12
Afgooye,2020-04-13,119
Afgooye,2020-04-20,2080
Afgooye,2020-04-27,257
Afgooye,2020-05-04,195
Afgooye,2020-05-11,167
Afgooye,2020-05-18,364
Afgooye,2020-05-25,939
Afgooye,2020-06-01,549
Afgooye,2020-06-08,196
Afgooye,2020-06-15,293
Afgooye,2020-06-22,51
Afgooye,2020-06-29,27
Afgooye,2020-07-06,8193
Afgooye,2020-07-13,34565
Afgooye,2020-07-20,11107
Afgooye,2020-07-27,5282
Afgooye,2020-08-03,17523
Afgooye,2020-08-10,1221
Afgooye,2020-08-17,3081
Afgooye,2020-08-24,1172
Afgooye,2020-08-31,714
Afgooye,2020-09-07,1941
Afgooye,2020-09-14,741
Afgooye,2020-09-21,416
Afgooye,2020-09-28,661
Afgooye,2020-10-05,524
Afgooye,2020-10-12,945
Afgooye,2020-10-19,819
Afgooye,2020-10-26,641
Afgooye,2020-11-02,867
Afgooye,2020-11-09,267
Afgooye,2020-11-16,5239
Afgooye,2020-11-23,31
Afgooye,2020-11-30,42
Afgooye,2020-12-07,108
Afgooye,2020-12-14,292
Afgooye,2020-12-21,81
Afgooye,2021-01-04,61
Afgooye,2021-01-11,53
Afgooye,2021-01-25,70
Afgooye,2021-02-01,112
Afgooye,2021-02-08,127
Afgooye,2021-02-15,123
Afgooye,2021-02-22,102
Afgooye,2021-03-01,6
Afgooye,2021-03-08,175
Afgooye,2021-03-15,122
Afgooye,2021-03-22,54
Afgooye,2021-03-29,48
Afgooye,2021-04-05,195
Afgooye,2021-04-12,1685
Afgooye,2021-04-19,457
Afgooye,2021-04-26,8
Afgooye,2021-05-03,115
Afgooye,2021-05-10,18
Afgooye,2021-05-24,18
Afgooye,2021-05-31,40
Afgooye,2021-06-07,104
Afgooye,2021-06-14,54
Afgooye,2021-06-21,545
Afgooye,2021-06-28,1489
Afgooye,2021-07-05,58
Afgooye,2021-07-12,2793
Afgooye,2021-07-19,30
Afgooye,2021-07-26,51
Afgooye,2021-08-02,62
Afgooye,2021-08-09,69
Afgooye,2021-08-16,703
Afgooye,2021-08-23,364
Afgooye,2021-08-30,110
Afgooye,2021-09-06,229
Afgooye,2021-09-13,24
Afgooye,2021-09-20,19
Afgooye,2021-09-27,25
Afgooye,2021-10-04,73
Afgooye,2021-10-11,9
Afgooye,2021-10-18,2120
Afgooye,2021-10-25,545
Afgooye,2021-11-01,83
Afgooye,2021-11-08,679
Afgooye,2021-11-15,538
Afgooye,2021-11-22,546
Afgooye,2021-11-29,799
Afgooye,2021-12-20,962
Afgooye,2021-12-27,1477
Afgooye,2022-01-03,1236
Afgooye,2022-01-10,1146
Afgooye,2022-01-17,490
Afgooye,2022-01-24,1338
Afgooye,2022-01-31,861
Afgooye,2022-02-07,37
Afgooye,2022-02-14,80
Afgooye,2022-02-21,1644
Afgooye,2022-02-28,328
Afgooye,2022-03-07,752
Afgooye,2022-03-14,1028
Afgooye,2022-03-21,151
Afgooye,2022-03-28,214
Afgooye,2022-04-04,263
Afgooye,2022-04-11,262
Afgooye,2022-04-18,382
Afgooye,2022-04-25,18
Afgooye,2022-05-02,555
Afgooye,2022-05-09,155
Afgooye,2022-05-16,241
Afgooye,2022-05-23,68
Afgooye,2022-05-30,681
Afgooye,2022-06-13,1190
Afgooye,2022-06-20,451
Afgooye,2022-06-27,218
Afgooye,2022-07-11,180
Afgooye,2022-07-18,150
Afgooye,2022-07-25,391
Afgooye,2022-08-01,575
Afgooye,2022-08-08,375
Afgooye,2022-08-15,767
Afgooye,2022-08-22,228
Afgooye,2022-08-29,542
Afgooye,2022-09-05,1241
Afgooye,2022-09-12,933
Afgooye,2022-09-19,1469
Afgooye,2022-09-26,682
Afgooye,2022-10-03,9516
Afgooye,2022-10-10,13843
Afgooye,2022-10-17,5104
Afgooye,2022-10-24,3244
Afgooye,2022-10-31,8287
Afgooye,2022-11-07,5052
Afgooye,2022-11-14,1038
Afgooye,2022-11-21,8904
Afgooye,2022-11-28,1008
Afgooye,2022-12-05,1239
Afgooye,2022-12-12,114
Afgooye,2022-12-19,240
Afgooye,2022-12-26,13
Afgooye,2023-01-02,30
Afgooye,2023-01-09,125
Afgooye,2023-01-16,280
Afgooye,2023-01-23,27
Afgooye,2023-01-30,550
Afgooye,2023-02-06,487
Afgooye,2023-02-13,5677
Afgooye,2023-02-20,306
Afgooye,2023-02-27,608
Afgooye,2023-03-06,545
Afgooye,2023-03-13,174
Afgooye,2023-03-20,204
Afgooye,2023-04-03,934
Afgooye,2023-04-17,18
Afgooye,2023-04-24,18
Afgooye,2023-05-01,1983
Afgooye,2023-05-08,516
Afgooye,2023-05-15,474
Afgooye,2023-05-29,255
Afgooye,2023-06-05,472
Afgooye,2023-06-12,519
Afgooye,2023-06-19,170
Afgooye,2023-06-26,102
Afgooye,2023-07-03,607
Afgooye,2023-07-10,167
Afgooye,2023-07-17,162
Afgooye,2023-07-24,143
Afmadow,2017-02-06,400
Afmadow,2017-02-13,25
Afmadow,2017-03-20,24
Afmadow,2017-04-17,17
Afmadow,2017-04-24,25
Afmadow,2017-09-11,211
Afmadow,2017-09-18,8
Afmadow,2017-09-25,30
Afmadow,2017-10-09,118
Afmadow,2017-10-16,83
Afmadow,2017-10-23,15
Afmadow,2017-10-30,85
Afmadow,2017-11-13,5
Afmadow,2017-11-20,10
Afmadow,2017-11-27,6
Afmadow,2017-12-11,55
Afmadow,2017-12-18,18
Afmadow,2017-12-25,35
Afmadow,2018-01-01,10
Afmadow,2018-01-08,24
Afmadow,2018-01-15,24
Afmadow,2018-01-22,24
Afmadow,2018-01-29,33
Afmadow,2018-02-05,44
Afmadow,2018-02-12,44
Afmadow,2018-02-19,31
Afmadow,2018-02-26,54
Afmadow,2018-03-05,29
Afmadow,2018-03-12,35
Afmadow,2018-04-02,38
Afmadow,2018-04-09,100
Afmadow,2018-04-30,35
Afmadow,2018-05-07,12
Afmadow,2018-05-28,16
Afmadow,2018-06-25,3
Afmadow,2018-07-02,4
Afmadow,2018-07-16,6
Afmadow,2018-08-06,3
Afmadow,2018-08-13,17
Afmadow,2018-08-20,14
Afmadow,2018-08-27,14
Afmadow,2018-09-03,36
Afmadow,2018-09-10,10
Afmadow,2018-09-17,29
Afmadow,2018-09-24,40
Afmadow,2018-10-01,20
Afmadow,2018-10-08,15
Afmadow,2018-10-15,13
Afmadow,2018-10-22,4
Afmadow,2018-10-29,135
Afmadow,2018-11-05,32
Afmadow,2018-11-12,19
Afmadow,2018-11-19,21
Afmadow,2018-11-26,27
Afmadow,2018-12-03,12
Afmadow,2018-12-10,23
Afmadow,2018-12-17,10
Afmadow,2018-12-24,9
Afmadow,2018-12-31,46
Afmadow,2019-01-07,6
Afmadow,2019-01-14,32
Afmadow,2019-01-21,17
Afmadow,2019-02-04,25
Afmadow,2019-02-11,62
Afmadow,2019-02-18,13
Afmadow,2019-02-25,37
Afmadow,2019-03-04,29
Afmadow,2019-03-11,46
Afmadow,2019-03-18,5
Afmadow,2019-03-25,32
Afmadow,2019-04-01,28
Afmadow,2019-04-08,54
Afmadow,2019-04-15,24
Afmadow,2019-04-22,161
Afmadow,2019-04-29,42
Afmadow,2019-05-06,92
Afmadow,2019-05-13,47
Afmadow,2019-05-20,5
Afmadow,2019-05-27,30
Afmadow,2019-06-03,46
Afmadow,2019-06-10,50
Afmadow,2019-06-17,73
Afmadow,2019-06-24,31
Afmadow,2019-07-01,45
Afmadow,2019-07-08,55
Afmadow,2019-07-15,66
Afmadow,2019-07-22,48
Afmadow,2019-07-29,44
Afmadow,2019-08-05,22
Afmadow,2019-08-12,56
Afmadow,2019-08-19,64
Afmadow,2019-08-26,27
Afmadow,2019-09-02,72
Afmadow,2019-09-09,45
Afmadow,2019-09-16,15
Afmadow,2019-09-23,32
Afmadow,2019-09-30,7
Afmadow,2019-10-07,18
Afmadow,2019-10-14,18
Afmadow,2019-10-21,35
Afmadow,2019-10-28,49
Afmadow,2019-11-04,1
Afmadow,2019-11-11,43
Afmadow,2019-11-18,381
Afmadow,2019-11-25,16
Afmadow,2019-12-02,15
Afmadow,2019-12-09,21
Afmadow,2019-12-16,36
Afmadow,2019-12-23,19
Afmadow,2019-12-30,19
Afmadow,2020-01-06,21
Afmadow,2020-01-13,18
Afmadow,2020-02-03,48
Afmadow,2020-02-10,41
Afmadow,2020-02-17,22
Afmadow,2020-02-24,35
Afmadow,2020-03-02,45
Afmadow,2020-03-09,22
Afmadow,2020-03-16,19
Afmadow,2020-03-23,18
Afmadow,2020-03-30,54
Afmadow,2020-04-06,10
Afmadow,2020-04-13,5
Afmadow,2020-04-27,23
Afmadow,2020-05-04,1
Afmadow,2020-05-11,26
Afmadow,2020-05-18,21042
Afmadow,2020-05-25,35
Afmadow,2020-06-01,11
Afmadow,2020-06-08,14
Afmadow,2020-06-15,55
Afmadow,2020-06-22,22
Afmadow,2020-06-29,11
Afmadow,2020-07-06,11
Afmadow,2020-07-13,7
Afmadow,2020-07-20,18
Afmadow,2020-07-27,41
Afmadow,2020-08-03,31
Afmadow,2020-08-10,19
Afmadow,2020-08-17,24
Afmadow,2020-08-24,19
Afmadow,2020-08-31,19
Afmadow,2020-09-07,27
Afmadow,2020-09-14,28
Afmadow,2020-09-21,18
Afmadow,2020-09-28,26
Afmadow,2020-10-05,12
Afmadow,2020-10-12,45
Afmadow,2020-10-19,12
Afmadow,2020-10-26,48
Afmadow,2020-11-02,45
Afmadow,2020-11-09,45
Afmadow,2020-11-16,24
Afmadow,2020-11-30,5
Afmadow,2020-12-07,8
Afmadow,2020-12-14,41
Afmadow,2020-12-21,18
Afmadow,2021-01-11,4
Afmadow,2021-01-18,13
Afmadow,2021-01-25,14
Afmadow,2021-02-15,12
Afmadow,2021-03-01,16
Afmadow,2021-03-08,36
Afmadow,2021-03-15,42
Afmadow,2021-03-22,302
Afmadow,2021-03-29,124
Afmadow,2021-04-05,21
Afmadow,2021-04-19,9
Afmadow,2021-06-07,6
Afmadow,2021-06-21,4
Afmadow,2021-07-05,6
Afmadow,2021-07-12,10
Afmadow,2021-07-26,8
Afmadow,2021-08-09,9
Afmadow,2021-08-23,12
Afmadow,2021-08-30,6
Afmadow,2021-09-06,13
Afmadow,2021-09-20,29
Afmadow,2021-09-27,12
Afmadow,2021-10-04,127
Afmadow,2021-10-11,304
Afmadow,2021-10-18,159
Afmadow,2021-10-25,209
Afmadow,2021-11-01,325
Afmadow,2021-11-08,236
Afmadow,2021-11-15,632
Afmadow,2021-11-22,460
Afmadow,2021-11-29,70
Afmadow,2021-12-06,224
Afmadow,2021-12-13,329
Afmadow,2021-12-20,7
Afmadow,2022-01-03,21
Afmadow,2022-01-10,9
Afmadow,2022-01-17,5
Afmadow,2022-01-24,5
Afmadow,2022-01-31,24
Afmadow,2022-02-07,43
Afmadow,2022-02-14,118
Afmadow,2022-02-21,20
Afmadow,2022-02-28,11
Afmadow,2022-03-07,22
Afmadow,2022-03-14,14
Afmadow,2022-03-21,17
Afmadow,2022-03-28,23
Afmadow,2022-04-04,10
Afmadow,2022-04-11,35
Afmadow,2022-04-18,39
Afmadow,2022-05-23,15
Afmadow,2022-06-13,4
Afmadow,2022-06-20,13
Afmadow,2022-07-04,5
Afmadow,2022-08-08,5
Afmadow,2022-08-15,5
Afmadow,2022-08-22,12
Afmadow,2022-08-29,31
Afmadow,2022-09-05,16
Afmadow,2022-09-19,5
Afmadow,2022-09-26,12
Afmadow,2022-10-03,37
Afmadow,2022-10-10,16
Afmadow,2022-10-24,28
Afmadow,2022-10-31,45
Afmadow,2022-11-07,8
Afmadow,2022-11-14,15
Afmadow,2022-11-21,8
Afmadow,2022-12-12,3
Afmadow,2023-01-16,12
Afmadow,2023-01-30,14
Afmadow,2023-02-06,10
Afmadow,2023-02-13,107
Afmadow,2023-02-20,111
Afmadow,2023-03-06,932
Afmadow,2023-03-13,2409
Afmadow,2023-03-20,196
Afmadow,2023-03-27,162
Afmadow,2023-04-03,79
Afmadow,2023-04-10,224
Afmadow,2023-04-17,283
Afmadow,2023-04-24,401
Afmadow,2023-05-01,231
Afmadow,2023-05-08,425
Afmadow,2023-05-15,236
Afmadow,2023-05-22,186
Afmadow,2023-05-29,169
Afmadow,2023-06-05,107
Afmadow,2023-06-12,130
Afmadow,2023-06-19,135
Afmadow,2023-06-26,181
Afmadow,2023-07-03,106
Afmadow,2023-07-10,249
Afmadow,2023-07-17,211
Afmadow,2023-07-24,3416
Baardheere,2017-01-02,112
Baardheere,2017-01-09,160
Baardheere,2017-01-16,35
Baardheere,2017-01-23,24
Baardheere,2017-01-30,29
Baardheere,2017-02-06,442
Baardheere,2017-02-13,502
Baardheere,2017-02-20,419
Baardheere,2017-02-27,178
Baardheere,2017-03-06,618
Baardheere,2017-03-13,215
Baardheere,2017-03-20,436
Baardheere,2017-03-27,325
Baardheere,2017-04-03,143
Baardheere,2017-04-10,231
Baardheere,2017-04-17,212
Baardheere,2017-04-24,206
Baardheere,2017-05-01,52
Baardheere,2017-05-08,83
Baardheere,2017-05-15,219
Baardheere,2017-05-22,26
Baardheere,2017-05-29,53
Baardheere,2017-06-05,397
Baardheere,2017-06-12,716
Baardheere,2017-06-19,46
Baardheere,2017-06-26,306
Baardheere,2017-07-17,33
Baardheere,2017-07-24,174
Baardheere,2017-07-31,61
Baardheere,2017-08-07,12
Baardheere,2017-08-14,217
Baardheere,2017-08-21,41
Baardheere,2017-08-28,13
Baardheere,2017-09-04,37
Baardheere,2017-09-11,155
Baardheere,2017-09-18,568
Baardheere,2017-09-25,107
Baardheere,2017-10-02,34
Baardheere,2017-10-09,307
Baardheere,2017-10-16,100
Baardheere,2017-10-23,12
Baardheere,2017-10-30,127
Baardheere,2017-11-06,4
Baardheere,2017-11-13,12
Baardheere,2017-11-20,4
Baardheere,2017-11-27,24
Baardheere,2017-12-04,190
Baardheere,2017-12-11,7
Baardheere,2017-12-18,53
Baardheere,2017-12-25,9
Baardheere,2018-01-01,47
Baardheere,2018-01-08,45
Baardheere,2018-01-15,8
Baardheere,2018-01-22,150
Baardheere,2018-01-29,53
Baardheere,2018-02-05,10
Baardheere,2018-02-12,130
Baardheere,2018-02-19,27
Baardheere,2018-02-26,162
Baardheere,2018-03-05,158
Baardheere,2018-03-12,28
Baardheere,2018-03-19,443
Baardheere,2018-03-26,39
Baardheere,2018-04-02,176
Baardheere,2018-04-09,17
Baardheere,2018-04-16,17071
Baardheere,2018-04-23,576
Baardheere,2018-04-30,194
Baardheere,2018-05-07,6
Baardheere,2018-05-14,104
Baardheere,2018-05-21,10
Baardheere,2018-05-28,152
Baardheere,2018-06-04,4
Baardheere,2018-06-11,24
Baardheere,2018-06-18,9
Baardheere,2018-07-02,18
Baardheere,2018-07-23,9
Baardheere,2018-07-30,90
Baardheere,2018-08-06,27
Baardheere,2018-08-13,83
Baardheere,2018-08-20,19
Baardheere,2018-08-27,9
Baardheere,2018-09-03,24
Baardheere,2018-09-10,29
Baardheere,2018-09-17,27
Baardheere,2018-09-24,9
Baardheere,2018-10-01,7
Baardheere,2018-10-08,171
Baardheere,2018-10-15,82
Baardheere,2018-10-22,3
Baardheere,2018-10-29,154
Baardheere,2018-11-05,9
Baardheere,2018-11-12,20
Baardheere,2018-11-19,5
Baardheere,2018-11-26,8
Baardheere,2018-12-03,4
Baardheere,2018-12-10,9
Baardheere,2018-12-17,34
Baardheere,2018-12-24,10
Baardheere,2018-12-31,56
Baardheere,2019-01-07,30
Baardheere,2019-01-14,98
Baardheere,2019-01-21,43
Baardheere,2019-01-28,76
Baardheere,2019-02-04,159
Baardheere,2019-02-11,95
Baardheere,2019-02-18,47
Baardheere,2019-02-25,158
Baardheere,2019-03-04,122
Baardheere,2019-03-11,58
Baardheere,2019-03-18,84
Baardheere,2019-03-25,111
Baardheere,2019-04-01,23
Baardheere,2019-04-08,62
Baardheere,2019-04-15,85
Baardheere,2019-04-22,69
Baardheere,2019-04-29,110
Baardheere,2019-05-06,53
Baardheere,2019-05-13,167
Baardheere,2019-05-20,98
Baardheere,2019-05-27,78
Baardheere,2019-06-03,64
Baardheere,2019-06-10,125
Baardheere,2019-06-17,361
Baardheere,2019-06-24,73
Baardheere,2019-07-01,174
Baardheere,2019-07-08,111
Baardheere,2019-07-15,72
Baardheere,2019-07-22,33
Baardheere,2019-07-29,139
Baardheere,2019-08-05,98
Baardheere,2019-08-12,716
Baardheere,2019-08-19,190
Baardheere,2019-08-26,326
Baardheere,2019-09-02,90
Baardheere,2019-09-09,90
Baardheere,2019-09-16,108
Baardheere,2019-09-23,607
Baardheere,2019-09-30,198
Baardheere,2019-10-07,398
Baardheere,2019-10-14,24045
Baardheere,2019-10-21,38995
Baardheere,2019-10-28,768
Baardheere,2019-11-04,485
Baardheere,2019-11-11,70
Baardheere,2019-11-25,571
Baardheere,2019-12-02,404
Baardheere,2019-12-09,103
Baardheere,2019-12-16,140
Baardheere,2019-12-23,49
Baardheere,2019-12-30,71
Baardheere,2020-01-06,145
Baardheere,2020-01-13,106
Baardheere,2020-01-20,104
Baardheere,2020-01-27,97
Baardheere,2020-02-03,91
Baardheere,2020-02-10,73
Baardheere,2020-02-17,85
Baardheere,2020-02-24,81
Baardheere,2020-03-02,60
Baardheere,2020-03-09,61
Baardheere,2020-03-16,37
Baardheere,2020-03-23,28
Baardheere,2020-03-30,54
Baardheere,2020-04-06,87
Baardheere,2020-04-13,1640
Baardheere,2020-04-20,14266
Baardheere,2020-04-27,282
Baardheere,2020-05-04,422
Baardheere,2020-05-11,212
Baardheere,2020-05-18,529
Baardheere,2020-05-25,119
Baardheere,2020-06-01,179
Baardheere,2020-06-08,208
Baardheere,2020-06-15,199
Baardheere,2020-06-22,150
Baardheere,2020-06-29,180
Baardheere,2020-07-06,153
Baardheere,2020-07-13,34
Baardheere,2020-07-20,84
Baardheere,2020-07-27,170
Baardheere,2020-08-03,93
Baardheere,2020-08-10,107
Baardheere,2020-08-17,185
Baardheere,2020-08-24,161
Baardheere,2020-08-31,181
Baardheere,2020-09-07,136
Baardheere,2020-09-14,113
Baardheere,2020-09-21,65
Baardheere,2020-09-28,44
Baardheere,2020-10-05,87
Baardheere,2020-10-12,210
Baardheere,2020-10-19,205
Baardheere,2020-10-26,100
Baardheere,2020-11-02,103
Baardheere,2020-11-09,217
Baardheere,2020-11-16,94
Baardheere,2020-11-23,81
Baardheere,2020-11-30,151
Baardheere,2020-12-07,191
Baardheere,2020-12-14,114
