district,week_start,outflows
Ceerigaabo,2018-01-08,48
Ceerigaabo,2018-01-15,181
Ceerigaabo,2018-01-22,136
Ceerigaabo,2018-01-29,21
Ceerigaabo,2018-02-05,38
Ceerigaabo,2018-02-12,60
Ceerigaabo,2018-02-19,22
Ceerigaabo,2018-02-26,29
Ceerigaabo,2018-03-05,65
Ceerigaabo,2018-03-12,23
Ceerigaabo,2018-03-19,80
Ceerigaabo,2018-03-26,272
Ceerigaabo,2018-04-02,28
Ceerigaabo,2018-04-09,23
Ceerigaabo,2018-04-16,10
Ceerigaabo,2018-04-23,17
Ceerigaabo,2018-04-30,200
Ceerigaabo,2018-05-07,11
Ceerigaabo,2018-05-14,21
Ceerigaabo,2018-05-21,89
Ceerigaabo,2018-05-28,53
Ceerigaabo,2018-06-04,44
Ceerigaabo,2018-06-11,47
Ceerigaabo,2018-06-18,26
Ceerigaabo,2018-06-25,16
Ceerigaabo,2018-07-02,16
Ceerigaabo,2018-07-09,27
Ceerigaabo,2018-07-16,38
Ceerigaabo,2018-07-23,28
Ceerigaabo,2018-07-30,58
Ceerigaabo,2018-08-06,66
Ceerigaabo,2018-08-13,49
Ceerigaabo,2018-08-20,49
Ceerigaabo,2018-08-27,35
Ceerigaabo,2018-09-03,38
Ceerigaabo,2018-09-10,54
Ceerigaabo,2018-09-17,96
Ceerigaabo,2018-09-24,65
Ceerigaabo,2018-10-01,69
Ceerigaabo,2018-10-08,35
Ceerigaabo,2018-10-15,40
Ceerigaabo,2018-10-22,12
Ceerigaabo,2018-10-29,44
Ceerigaabo,2018-11-05,4
Ceerigaabo,2018-11-12,12
Ceerigaabo,2018-11-19,6
Ceerigaabo,2018-11-26,22
Ceerigaabo,2018-12-24,17
Ceerigaabo,2018-12-31,16
Ceerigaabo,2019-01-07,96
Ceerigaabo,2019-01-14,57
Ceerigaabo,2019-01-21,4
Ceerigaabo,2019-01-28,42
Ceerigaabo,2019-02-04,50
Ceerigaabo,2019-02-11,157
Ceerigaabo,2019-02-18,126
Ceerigaabo,2019-02-25,163
Ceerigaabo,2019-03-04,160
Ceerigaabo,2019-03-11,48
Ceerigaabo,2019-03-18,21
Ceerigaabo,2019-03-25,121
Ceerigaabo,2019-04-01,145
Ceerigaabo,2019-04-08,65
Ceerigaabo,2019-04-15,113
Ceerigaabo,2019-04-22,163
Ceerigaabo,2019-04-29,135
Ceerigaabo,2019-05-06,96
Ceerigaabo,2019-05-13,45
Ceerigaabo,2019-05-20,29
Ceerigaabo,2019-05-27,153
Ceerigaabo,2019-06-03,126
Ceerigaabo,2019-06-10,65
Ceerigaabo,2019-06-17,63
Ceerigaabo,2019-06-24,336
Ceerigaabo,2019-07-01,1082
Ceerigaabo,2019-07-08,258
Ceerigaabo,2019-07-15,145
Ceerigaabo,2019-07-22,210
Ceerigaabo,2019-07-29,214
Ceerigaabo,2019-08-05,120
Ceerigaabo,2019-08-12,123
Ceerigaabo,2019-08-19,32
Ceerigaabo,2019-08-26,324
Ceerigaabo,2019-09-02,269
Ceerigaabo,2019-09-09,209
Ceerigaabo,2019-09-16,47
Ceerigaabo,2019-09-23,234
Ceerigaabo,2019-09-30,374
Ceerigaabo,2019-10-07,612
Ceerigaabo,2019-10-14,87
Ceerigaabo,2019-10-21,81
Ceerigaabo,2019-10-28,194
Ceerigaabo,2019-11-04,181
Ceerigaabo,2019-11-11,65
Ceerigaabo,2019-11-18,7
Ceerigaabo,2019-11-25,206
Ceerigaabo,2019-12-02,168
Ceerigaabo,2019-12-09,143
Ceerigaabo,2019-12-16,23
Ceerigaabo,2019-12-23,31
Ceerigaabo,2019-12-30,57
Ceerigaabo,2020-01-06,82
Ceerigaabo,2020-01-13,50
Ceerigaabo,2020-01-20,39
Ceerigaabo,2020-01-27,135
Ceerigaabo,2020-02-03,191
Ceerigaabo,2020-02-10,196
Ceerigaabo,2020-02-17,43
Ceerigaabo,2020-02-24,212
Ceerigaabo,2020-03-02,194
Ceerigaabo,2020-03-09,64
Ceerigaabo,2020-03-16,42
Ceerigaabo,2020-03-23,304
Ceerigaabo,2020-03-30,199
Ceerigaabo,2020-04-06,139
Ceerigaabo,2020-04-13,111
Ceerigaabo,2020-04-20,220
Ceerigaabo,2020-04-27,190
Ceerigaabo,2020-05-04,96
Ceerigaabo,2020-05-11,84
Ceerigaabo,2020-05-18,98
Ceerigaabo,2020-05-25,328
Ceerigaabo,2020-06-01,130
Ceerigaabo,2020-06-08,136
Ceerigaabo,2020-06-15,61
Ceerigaabo,2020-06-22,224
Ceerigaabo,2020-06-29,97
Ceerigaabo,2020-07-06,82
Ceerigaabo,2020-07-13,120
Ceerigaabo,2020-07-20,78
Ceerigaabo,2020-07-27,235
Ceerigaabo,2020-08-03,72
Ceerigaabo,2020-08-10,85
Ceerigaabo,2020-08-17,184
Ceerigaabo,2020-08-24,177
Ceerigaabo,2020-08-31,117
Ceerigaabo,2020-09-07,61
Ceerigaabo,2020-09-14,86
Ceerigaabo,2020-09-21,213
Ceerigaabo,2020-09-28,213
Ceerigaabo,2020-10-05,123
Ceerigaabo,2020-10-12,45
Ceerigaabo,2020-10-19,117
Ceerigaabo,2020-10-26,179
Ceerigaabo,2020-11-02,135
Ceerigaabo,2020-11-09,97
Ceerigaabo,2020-11-16,46
Ceerigaabo,2020-11-23,180
Ceerigaabo,2020-11-30,129
Ceerigaabo,2020-12-07,59
Ceerigaabo,2020-12-14,5
Ceerigaabo,2020-12-21,61
Ceerigaabo,2021-01-04,201
Ceerigaabo,2021-01-11,184
Ceerigaabo,2021-01-18,112
Ceerigaabo,2021-01-25,34
Ceerigaabo,2021-02-01,210
Ceerigaabo,2021-02-08,175
Ceerigaabo,2021-02-15,131
Ceerigaabo,2021-02-22,24
Ceerigaabo,2021-03-01,110
Ceerigaabo,2021-03-08,141
Ceerigaabo,2021-03-15,91
Ceerigaabo,2021-03-22,31
Ceerigaabo,2021-03-29,141
Ceerigaabo,2021-04-05,176
Ceerigaabo,2021-04-12,119
Ceerigaabo,2021-04-19,57
Ceerigaabo,2021-04-26,42
Ceerigaabo,2021-05-03,203
Ceerigaabo,2021-05-10,83
Ceerigaabo,2021-05-17,88
Ceerigaabo,2021-05-24,37
Ceerigaabo,2021-05-31,219
Ceerigaabo,2021-06-07,140
Ceerigaabo,2021-06-14,114
Ceerigaabo,2021-06-21,20
Ceerigaabo,2021-06-28,117
Ceerigaabo,2021-07-05,163
Ceerigaabo,2021-07-12,88
Ceerigaabo,2021-07-19,76
Ceerigaabo,2021-07-26,23
Ceerigaabo,2021-08-02,253
Ceerigaabo,2021-08-09,148
Ceerigaabo,2021-08-16,122
Ceerigaabo,2021-08-23,47
Ceerigaabo,2021-08-30,179
Ceerigaabo,2021-09-06,114
Ceerigaabo,2021-09-13,96
Ceerigaabo,2021-09-20,50
Ceerigaabo,2021-09-27,67
Ceerigaabo,2021-10-04,340
Ceerigaabo,2021-10-11,153
Ceerigaabo,2021-10-18,104
Ceerigaabo,2021-10-25,65
Ceerigaabo,2021-11-01,571
Ceerigaabo,2021-11-08,281
Ceerigaabo,2021-11-15,210
Ceerigaabo,2021-11-22,240
Ceerigaabo,2021-11-29,366
Ceerigaabo,2021-12-06,422
Ceerigaabo,2021-12-13,171
Ceerigaabo,2021-12-20,85
Ceerigaabo,2021-12-27,85
Ceerigaabo,2022-01-03,425
Ceerigaabo,2022-01-10,126
Ceerigaabo,2022-01-17,200
Ceerigaabo,2022-01-24,103
Ceerigaabo,2022-01-31,380
Ceerigaabo,2022-02-07,197
Ceerigaabo,2022-02-14,130
Ceerigaabo,2022-02-21,26
Ceerigaabo,2022-02-28,324
Ceerigaabo,2022-03-07,258
Ceerigaabo,2022-03-14,57
Ceerigaabo,2022-03-21,65
Ceerigaabo,2022-03-28,150
Ceerigaabo,2022-04-04,269
Ceerigaabo,2022-04-11,169
Ceerigaabo,2022-04-18,88
Ceerigaabo,2022-04-25,36
Ceerigaabo,2022-05-02,348
Ceerigaabo,2022-05-09,253
Ceerigaabo,2022-05-16,97
Ceerigaabo,2022-05-23,63
Ceerigaabo,2022-05-30,218
Ceerigaabo,2022-06-06,255
Ceerigaabo,2022-06-13,143
Ceerigaabo,2022-06-20,145
Ceerigaabo,2022-06-27,93
Ceerigaabo,2022-07-04,317
Ceerigaabo,2022-07-11,182
Ceerigaabo,2022-07-18,76
Ceerigaabo,2022-08-01,242
Ceerigaabo,2022-08-08,45
Ceerigaabo,2022-08-15,57
Ceerigaabo,2022-08-22,34
Ceerigaabo,2022-08-29,87
Ceerigaabo,2022-09-05,125
Ceerigaabo,2022-09-12,167
Ceerigaabo,2022-09-19,75
Ceerigaabo,2022-09-26,48
Ceerigaabo,2022-10-03,309
Ceerigaabo,2022-10-10,135
Ceerigaabo,2022-10-17,166
Ceerigaabo,2022-10-24,183
Ceerigaabo,2022-10-31,267
Ceerigaabo,2022-11-07,173
Ceerigaabo,2022-11-14,147
Ceerigaabo,2022-11-21,36
Ceerigaabo,2022-11-28,179
Ceerigaabo,2022-12-05,194
Ceerigaabo,2022-12-12,52
Ceerigaabo,2022-12-19,35
Ceerigaabo,2023-01-09,4
Ceerigaabo,2023-01-16,5
Ceerigaabo,2023-01-23,7
Ceerigaabo,2023-05-08,16
Ceerigaabo,2023-05-15,5
Ceerigaabo,2023-07-10,5
Ceerigaabo,2023-07-17,11
Ceerigaabo,2023-07-24,11
Dhuusamarreeb,2017-01-02,26
Dhuusamarreeb,2017-02-13,2208
Dhuusamarreeb,2017-02-20,8
Dhuusamarreeb,2017-02-27,12
Dhuusamarreeb,2017-03-06,248
Dhuusamarreeb,2017-03-13,6
Dhuusamarreeb,2017-05-15,155
Dhuusamarreeb,2017-06-12,112
Dhuusamarreeb,2017-06-26,370
Dhuusamarreeb,2017-07-10,162
Dhuusamarreeb,2017-07-17,119
Dhuusamarreeb,2017-07-31,9
Dhuusamarreeb,2017-08-07,9
Dhuusamarreeb,2017-08-21,9
Dhuusamarreeb,2017-09-18,570
Dhuusamarreeb,2017-10-23,1030
Dhuusamarreeb,2017-11-06,250
Dhuusamarreeb,2017-11-13,4
Dhuusamarreeb,2017-11-20,8
Dhuusamarreeb,2017-12-18,5
Dhuusamarreeb,2017-12-25,44
Dhuusamarreeb,2018-01-08,4
Dhuusamarreeb,2018-01-15,5
Dhuusamarreeb,2018-01-22,5
Dhuusamarreeb,2018-02-05,8
Dhuusamarreeb,2018-03-05,219
Dhuusamarreeb,2018-03-19,9
Dhuusamarreeb,2018-03-26,16
Dhuusamarreeb,2018-04-02,5
Dhuusamarreeb,2018-04-09,210
Dhuusamarreeb,2018-04-23,5
Dhuusamarreeb,2018-05-14,6
Dhuusamarreeb,2018-06-11,14
Dhuusamarreeb,2018-06-25,7
Dhuusamarreeb,2018-07-16,1740
Dhuusamarreeb,2018-07-23,143
Dhuusamarreeb,2018-07-30,214
Dhuusamarreeb,2018-08-06,5
Dhuusamarreeb,2018-08-13,558
Dhuusamarreeb,2018-08-20,10
Dhuusamarreeb,2018-08-27,7
Dhuusamarreeb,2018-10-01,6
Dhuusamarreeb,2018-10-08,735
Dhuusamarreeb,2018-10-22,5
Dhuusamarreeb,2018-11-05,14
Dhuusamarreeb,2018-11-12,1198
Dhuusamarreeb,2018-11-26,158
Dhuusamarreeb,2018-12-03,105
Dhuusamarreeb,2018-12-10,12
Dhuusamarreeb,2018-12-17,5
Dhuusamarreeb,2018-12-31,5
Dhuusamarreeb,2019-01-07,7
Dhuusamarreeb,2019-01-14,5
Dhuusamarreeb,2019-04-01,5
Dhuusamarreeb,2019-04-22,1500
Dhuusamarreeb,2019-05-27,2580
Dhuusamarreeb,2019-07-15,6
Dhuusamarreeb,2019-08-19,1800
Dhuusamarreeb,2019-08-26,4
Dhuusamarreeb,2019-09-30,6
Dhuusamarreeb,2019-10-07,7
Dhuusamarreeb,2019-10-28,810
Dhuusamarreeb,2019-11-25,4
Dhuusamarreeb,2019-12-02,6
Dhuusamarreeb,2020-01-13,6
Dhuusamarreeb,2020-01-27,7
Dhuusamarreeb,2020-02-10,6
Dhuusamarreeb,2020-02-17,17100
Dhuusamarreeb,2020-02-24,12
Dhuusamarreeb,2020-04-20,2400
Dhuusamarreeb,2020-04-27,3300
Dhuusamarreeb,2020-08-03,7
Dhuusamarreeb,2020-08-24,10200
Dhuusamarreeb,2020-10-26,2706
Dhuusamarreeb,2020-11-02,7200
Dhuusamarreeb,2020-11-16,5
Dhuusamarreeb,2020-11-23,3
Dhuusamarreeb,2021-02-01,8419
Dhuusamarreeb,2021-03-08,117
Dhuusamarreeb,2021-04-12,120
Dhuusamarreeb,2021-05-17,99
Dhuusamarreeb,2021-05-24,1104
Dhuusamarreeb,2021-06-07,57
Dhuusamarreeb,2021-06-14,4
Dhuusamarreeb,2021-07-05,128
Dhuusamarreeb,2021-07-12,161
Dhuusamarreeb,2021-08-23,5
Dhuusamarreeb,2021-09-13,1560
Dhuusamarreeb,2021-09-27,125
Dhuusamarreeb,2021-10-11,111173
Dhuusamarreeb,2021-10-18,2330
Dhuusamarreeb,2021-10-25,88
Dhuusamarreeb,2021-11-15,302
Dhuusamarreeb,2021-11-22,188
Dhuusamarreeb,2021-11-29,47
Dhuusamarreeb,2021-12-06,30
Dhuusamarreeb,2021-12-13,474
Dhuusamarreeb,2022-01-03,15240
Dhuusamarreeb,2022-01-17,36073
Dhuusamarreeb,2022-01-24,93
Dhuusamarreeb,2022-01-31,102
Dhuusamarreeb,2022-02-14,384
Dhuusamarreeb,2022-02-21,218
Dhuusamarreeb,2022-02-28,245
Dhuusamarreeb,2022-03-14,212
Dhuusamarreeb,2022-03-21,127
Dhuusamarreeb,2022-04-11,15
Dhuusamarreeb,2022-04-18,12
Dhuusamarreeb,2022-04-25,20
Dhuusamarreeb,2022-05-02,8
Dhuusamarreeb,2022-05-09,56100
Dhuusamarreeb,2022-05-23,8
Dhuusamarreeb,2022-05-30,61
Dhuusamarreeb,2022-06-13,99
Dhuusamarreeb,2022-07-18,61
Dhuusamarreeb,2022-08-22,273
Dhuusamarreeb,2022-08-29,2709
Dhuusamarreeb,2022-09-12,549
Dhuusamarreeb,2022-09-19,932
Dhuusamarreeb,2022-10-10,601
Dhuusamarreeb,2022-10-24,228
Dhuusamarreeb,2022-10-31,855
Dhuusamarreeb,2022-11-07,24
Dhuusamarreeb,2022-12-05,6
Dhuusamarreeb,2022-12-12,188
Dhuusamarreeb,2023-03-27,3300
Dhuusamarreeb,2023-07-03,120
Dhuusamarreeb,2023-07-10,49
Dhuusamarreeb,2023-07-17,9
Diinsoor,2017-01-02,3555
Diinsoor,2017-01-09,528
Diinsoor,2017-01-16,425
Diinsoor,2017-01-23,699
Diinsoor,2017-01-30,2468
Diinsoor,2017-02-06,160
Diinsoor,2017-02-13,1611
Diinsoor,2017-02-20,4833
Diinsoor,2017-02-27,1492
Diinsoor,2017-03-06,1627
Diinsoor,2017-03-13,2315
Diinsoor,2017-03-20,4489
Diinsoor,2017-03-27,2567
Diinsoor,2017-04-03,2035
Diinsoor,2017-04-10,3141
Diinsoor,2017-04-17,2544
Diinsoor,2017-04-24,2386
Diinsoor,2017-05-01,209
Diinsoor,2017-05-08,1263
Diinsoor,2017-05-15,435
Diinsoor,2017-05-22,242
Diinsoor,2017-05-29,338
Diinsoor,2017-06-05,178
Diinsoor,2017-06-12,34
Diinsoor,2017-06-19,17
Diinsoor,2017-06-26,497
Diinsoor,2017-07-03,1675
Diinsoor,2017-07-10,123
Diinsoor,2017-07-17,1128
Diinsoor,2017-07-24,846
Diinsoor,2017-07-31,84
Diinsoor,2017-08-07,1371
Diinsoor,2017-08-14,1316
Diinsoor,2017-08-21,1681
Diinsoor,2017-08-28,396
Diinsoor,2017-09-04,274
Diinsoor,2017-09-11,1311
Diinsoor,2017-09-18,832
Diinsoor,2017-09-25,460
Diinsoor,2017-10-02,247
Diinsoor,2017-10-09,480
Diinsoor,2017-10-16,619
Diinsoor,2017-10-23,161
Diinsoor,2017-10-30,609
Diinsoor,2017-11-06,126
Diinsoor,2017-11-13,7
Diinsoor,2017-11-20,426
Diinsoor,2017-11-27,5
Diinsoor,2017-12-04,209
Diinsoor,2017-12-11,870
Diinsoor,2017-12-18,52
Diinsoor,2017-12-25,546
Diinsoor,2018-01-01,814
Diinsoor,2018-01-08,1361
Diinsoor,2018-01-15,229
Diinsoor,2018-01-22,844
Diinsoor,2018-01-29,109
Diinsoor,2018-02-05,421
Diinsoor,2018-02-12,780
Diinsoor,2018-02-19,503
Diinsoor,2018-02-26,987
Diinsoor,2018-03-05,907
Diinsoor,2018-03-12,671
Diinsoor,2018-03-19,613
Diinsoor,2018-03-26,919
Diinsoor,2018-04-02,772
Diinsoor,2018-04-09,246
Diinsoor,2018-04-16,463
Diinsoor,2018-04-23,155
Diinsoor,2018-04-30,28
Diinsoor,2018-05-07,286
Diinsoor,2018-05-14,149
Diinsoor,2018-05-21,194
Diinsoor,2018-05-28,140
Diinsoor,2018-06-04,329
Diinsoor,2018-06-11,227
Diinsoor,2018-06-18,14
Diinsoor,2018-06-25,176
Diinsoor,2018-07-02,408
Diinsoor,2018-07-09,74
Diinsoor,2018-07-16,370
Diinsoor,2018-07-23,843
Diinsoor,2018-07-30,112
Diinsoor,2018-08-06,264
Diinsoor,2018-08-13,257
Diinsoor,2018-08-20,255
Diinsoor,2018-08-27,300
Diinsoor,2018-09-03,414
Diinsoor,2018-09-10,476
Diinsoor,2018-09-17,127
Diinsoor,2018-09-24,255
Diinsoor,2018-10-01,117
Diinsoor,2018-10-08,177
Diinsoor,2018-10-15,93
Diinsoor,2018-10-22,13
Diinsoor,2018-10-29,189
Diinsoor,2018-11-05,97
Diinsoor,2018-11-12,129
Diinsoor,2018-11-19,37
Diinsoor,2018-11-26,283
Diinsoor,2018-12-03,38
Diinsoor,2018-12-10,185
Diinsoor,2018-12-17,62
Diinsoor,2018-12-24,100
Diinsoor,2018-12-31,140
Diinsoor,2019-01-07,116
Diinsoor,2019-01-14,325
Diinsoor,2019-01-21,24
Diinsoor,2019-01-28,641
Diinsoor,2019-02-04,152
Diinsoor,2019-02-11,130
Diinsoor,2019-02-18,53
Diinsoor,2019-02-25,89
Diinsoor,2019-03-04,184
Diinsoor,2019-03-11,126
Diinsoor,2019-03-18,132
Diinsoor,2019-03-25,88
Diinsoor,2019-04-01,77
Diinsoor,2019-04-08,84
Diinsoor,2019-04-15,140
Diinsoor,2019-04-22,87
Diinsoor,2019-04-29,199
Diinsoor,2019-05-06,169
Diinsoor,2019-05-13,107
Diinsoor,2019-05-20,162
Diinsoor,2019-05-27,56
Diinsoor,2019-06-03,255
Diinsoor,2019-06-10,302
Diinsoor,2019-06-17,434
Diinsoor,2019-06-24,318
Diinsoor,2019-07-01,435
Diinsoor,2019-07-08,643
Diinsoor,2019-07-15,541
Diinsoor,2019-07-22,769
Diinsoor,2019-07-29,166
Diinsoor,2019-08-05,150
Diinsoor,2019-08-12,196
Diinsoor,2019-08-19,149
Diinsoor,2019-08-26,373
Diinsoor,2019-09-02,289
Diinsoor,2019-09-09,269
Diinsoor,2019-09-16,130
Diinsoor,2019-09-23,206
Diinsoor,2019-09-30,243
Diinsoor,2019-10-07,298
Diinsoor,2019-10-14,156
Diinsoor,2019-10-21,67
Diinsoor,2019-10-28,142
Diinsoor,2019-11-04,38
Diinsoor,2019-11-11,145
Diinsoor,2019-11-18,95
Diinsoor,2019-11-25,128
Diinsoor,2019-12-02,83
Diinsoor,2019-12-09,205
Diinsoor,2019-12-16,159
Diinsoor,2019-12-23,67
Diinsoor,2019-12-30,197
Diinsoor,2020-01-06,229
Diinsoor,2020-01-13,78
Diinsoor,2020-01-20,146
Diinsoor,2020-01-27,92
Diinsoor,2020-02-03,155
Diinsoor,2020-02-10,213
Diinsoor,2020-02-17,99
Diinsoor,2020-02-24,111
Diinsoor,2020-03-02,151
Diinsoor,2020-03-09,202
Diinsoor,2020-03-16,44
Diinsoor,2020-03-23,395
Diinsoor,2020-03-30,84
Diinsoor,2020-04-06,166
Diinsoor,2020-04-13,1769
Diinsoor,2020-04-20,417
Diinsoor,2020-04-27,60
Diinsoor,2020-05-04,335
Diinsoor,2020-05-11,164
Diinsoor,2020-05-18,206
Diinsoor,2020-05-25,690
Diinsoor,2020-06-01,235
Diinsoor,2020-06-08,311
Diinsoor,2020-06-15,227
Diinsoor,2020-06-22,249
Diinsoor,2020-06-29,297
Diinsoor,2020-07-06,320
Diinsoor,2020-07-13,126
Diinsoor,2020-07-20,85
Diinsoor,2020-07-27,263
Diinsoor,2020-08-03,237
Diinsoor,2020-08-10,264
Diinsoor,2020-08-17,264
Diinsoor,2020-08-24,265
Diinsoor,2020-08-31,349
Diinsoor,2020-09-07,282
Diinsoor,2020-09-14,274
Diinsoor,2020-09-21,113
Diinsoor,2020-09-28,103
Diinsoor,2020-10-05,419
Diinsoor,2020-10-12,569
Diinsoor,2020-10-19,637
Diinsoor,2020-10-26,173
Diinsoor,2020-11-02,158
Diinsoor,2020-11-09,285
Diinsoor,2020-11-16,140
Diinsoor,2020-11-23,146
Diinsoor,2020-11-30,353
Diinsoor,2020-12-07,228
Diinsoor,2020-12-14,317
Diinsoor,2020-12-21,162
Diinsoor,2021-01-04,179
Diinsoor,2021-01-11,196
Diinsoor,2021-01-18,472
Diinsoor,2021-01-25,1068
Diinsoor,2021-02-01,594
Diinsoor,2021-02-08,559
Diinsoor,2021-02-15,261
Diinsoor,2021-02-22,279
Diinsoor,2021-03-01,127
Diinsoor,2021-03-15,284
Diinsoor,2021-03-22,420
Diinsoor,2021-03-29,140
Diinsoor,2021-04-05,336
Diinsoor,2021-04-12,92
Diinsoor,2021-04-19,105
Diinsoor,2021-04-26,205
Diinsoor,2021-05-03,115
Diinsoor,2021-05-10,212
Diinsoor,2021-05-17,140
Diinsoor,2021-05-24,72
Diinsoor,2021-05-31,67
Diinsoor,2021-06-07,201
Diinsoor,2021-06-14,114
Diinsoor,2021-06-21,102
Diinsoor,2021-06-28,154
Diinsoor,2021-07-05,101
Diinsoor,2021-07-12,2865
Diinsoor,2021-07-19,62
Diinsoor,2021-07-26,86
Diinsoor,2021-08-02,275
Diinsoor,2021-08-09,99
Diinsoor,2021-08-16,94
Diinsoor,2021-08-23,46
Diinsoor,2021-08-30,65
Diinsoor,2021-09-06,120
Diinsoor,2021-09-13,149
Diinsoor,2021-09-20,155
Diinsoor,2021-09-27,149
Diinsoor,2021-10-04,139
Diinsoor,2021-10-11,81
Diinsoor,2021-10-18,210
Diinsoor,2021-10-25,217
Diinsoor,2021-11-01,827
Diinsoor,2021-11-08,147
Diinsoor,2021-11-15,899
Diinsoor,2021-11-22,2037
Diinsoor,2021-11-29,369
Diinsoor,2021-12-06,447
Diinsoor,2021-12-13,204
Diinsoor,2021-12-20,2387
Diinsoor,2021-12-27,133
Diinsoor,2022-01-03,1556
Diinsoor,2022-01-10,2601
Diinsoor,2022-01-17,16383
Diinsoor,2022-01-24,5393
Diinsoor,2022-01-31,1112
Diinsoor,2022-02-07,475
Diinsoor,2022-02-14,1776
Diinsoor,2022-02-21,5726
Diinsoor,2022-02-28,4425
Diinsoor,2022-03-07,2129
Diinsoor,2022-03-14,2642
Diinsoor,2022-03-21,4442
Diinsoor,2022-03-28,1820
Diinsoor,2022-04-04,3490
Diinsoor,2022-04-11,1539
Diinsoor,2022-04-18,1303
Diinsoor,2022-04-25,249
Diinsoor,2022-05-02,1620
Diinsoor,2022-05-09,526
Diinsoor,2022-05-16,602
Diinsoor,2022-05-23,369
Diinsoor,2022-05-30,4895
Diinsoor,2022-06-06,1367
Diinsoor,2022-06-13,1025
Diinsoor,2022-06-20,1423
Diinsoor,2022-06-27,1446
Diinsoor,2022-07-04,2137
Diinsoor,2022-07-11,624
Diinsoor,2022-07-18,358
Diinsoor,2022-07-25,326
Diinsoor,2022-08-01,18250
Diinsoor,2022-08-08,2738
Diinsoor,2022-08-15,2421
Diinsoor,2022-08-22,802
Diinsoor,2022-08-29,670
Diinsoor,2022-09-05,2352
Diinsoor,2022-09-12,1352
Diinsoor,2022-09-19,1787
Diinsoor,2022-09-26,139
Diinsoor,2022-10-03,2395
Diinsoor,2022-10-10,841
Diinsoor,2022-10-17,557
Diinsoor,2022-10-24,707
Diinsoor,2022-10-31,481
Diinsoor,2022-11-07,1856
Diinsoor,2022-11-14,3697
Diinsoor,2022-11-21,1233
Diinsoor,2022-11-28,891
Diinsoor,2022-12-05,2852
Diinsoor,2022-12-12,1378
Diinsoor,2022-12-19,6740
Diinsoor,2022-12-26,1312
Diinsoor,2023-01-02,3317
Diinsoor,2023-01-09,2303
Diinsoor,2023-01-16,2949
Diinsoor,2023-01-23,2484
Diinsoor,2023-01-30,5835
Diinsoor,2023-02-06,2298
Diinsoor,2023-02-13,3283
Diinsoor,2023-02-20,2157
Diinsoor,2023-02-27,3526
Diinsoor,2023-03-06,2949
Diinsoor,2023-03-13,3003
Diinsoor,2023-03-20,1853
Diinsoor,2023-03-27,2843
Diinsoor,2023-04-03,1734
Diinsoor,2023-04-10,1870
Diinsoor,2023-04-17,1746
Diinsoor,2023-04-24,2604
Diinsoor,2023-05-01,548
Diinsoor,2023-05-08,962
Diinsoor,2023-05-15,839
Diinsoor,2023-05-22,691
Diinsoor,2023-05-29,603
Diinsoor,2023-06-05,753
Diinsoor,2023-06-12,583
Diinsoor,2023-06-19,475
Diinsoor,2023-06-26,478
Diinsoor,2023-07-03,788
Diinsoor,2023-07-10,495
Diinsoor,2023-07-17,636
Diinsoor,2023-07-24,795
Doolow,2017-02-20,1300
Doolow,2017-02-27,1886
Doolow,2017-05-15,456
Doolow,2017-09-18,5
Doolow,2018-01-01,10
Doolow,2018-01-08,10
Doolow,2018-09-10,312
Doolow,2018-10-29,160
Doolow,2018-11-05,200
Doolow,2019-01-14,8
Doolow,2019-02-04,24
Doolow,2019-02-11,13
Doolow,2019-02-25,6
Doolow,2019-03-18,11
Doolow,2019-04-01,17
Doolow,2019-12-16,5
Doolow,2019-12-23,3
Doolow,2020-01-27,5
Doolow,2020-03-30,1500
Doolow,2020-05-18,6304
Doolow,2020-07-06,8
Doolow,2021-02-08,6
Doolow,2021-03-08,3
Doolow,2021-03-29,5
Doolow,2021-04-05,4
Doolow,2021-06-07,5
Doolow,2021-06-14,10
Doolow,2021-06-28,8
Doolow,2021-07-05,4970
Doolow,2021-07-12,13507
Doolow,2021-08-02,25
Doolow,2021-08-23,7
Doolow,2021-08-30,13
Doolow,2021-09-06,28
Doolow,2021-09-20,9
Doolow,2021-10-25,4
Doolow,2021-12-13,8
Doolow,2022-01-10,29
Doolow,2022-01-24,10
Doolow,2022-03-14,18
Doolow,2022-03-21,58
Doolow,2022-04-04,12
Doolow,2022-05-23,32
Doolow,2022-06-13,21
Doolow,2022-06-27,15
Doolow,2022-07-11,35
Doolow,2022-07-18,156
Doolow,2022-08-22,26
Doolow,2022-09-26,18
Doolow,2022-10-03,25
Doolow,2022-10-10,44
Doolow,2022-10-17,19
Doolow,2022-10-24,37
Doolow,2022-10-31,28
Doolow,2023-03-06,29
Doolow,2023-03-13,47
Doolow,2023-03-20,38
Doolow,2023-04-03,20
Doolow,2023-04-10,36
Doolow,2023-04-17,17
Doolow,2023-04-24,15
Doolow,2023-05-01,8
Doolow,2023-05-08,11
Doolow,2023-05-15,9
Doolow,2023-05-22,2
Eyl,2017-01-02,5
Eyl,2017-01-09,9
Eyl,2017-01-30,4
Eyl,2017-02-13,9
Eyl,2017-03-27,150
Eyl,2017-04-03,3
Eyl,2017-04-24,360
Eyl,2017-05-08,1808
Eyl,2017-05-15,1200
Eyl,2017-06-26,1970
Eyl,2017-08-14,7
Eyl,2017-10-02,4
Eyl,2017-10-30,17
Eyl,2017-11-06,346
Eyl,2017-11-13,31
