district,week_start,battles,explosions,strategic_dev,viol_civ
Adan Yabaal,2018-12-31,0.0,0.0,1.0,0.0
Adan Yabaal,2019-01-14,1.0,0.0,1.0,0.0
Adan Yabaal,2019-04-08,0.0,0.0,0.0,1.0
Adan Yabaal,2019-04-15,1.0,0.0,0.0,0.0
Adan Yabaal,2019-04-22,0.0,0.0,0.0,1.0
Adan Yabaal,2019-05-06,1.0,0.0,1.0,0.0
Adan Yabaal,2019-06-17,1.0,0.0,0.0,0.0
Adan Yabaal,2019-07-15,0.0,0.0,0.0,1.0
Adan Yabaal,2019-07-22,0.0,0.0,0.0,1.0
Adan Yabaal,2019-07-29,0.0,1.0,0.0,1.0
Adan Yabaal,2019-08-12,1.0,0.0,0.0,0.0
Adan Yabaal,2019-08-26,3.0,1.0,0.0,1.0
Adan Yabaal,2019-09-09,2.0,0.0,0.0,0.0
Adan Yabaal,2019-11-04,0.0,2.0,0.0,0.0
Adan Yabaal,2019-12-30,0.0,1.0,0.0,0.0
Adan Yabaal,2020-02-24,1.0,0.0,0.0,0.0
Adan Yabaal,2020-04-20,0.0,1.0,0.0,0.0
Adan Yabaal,2020-04-27,0.0,0.0,0.0,1.0
Adan Yabaal,2020-06-08,0.0,0.0,0.0,1.0
Adan Yabaal,2020-07-06,0.0,1.0,0.0,0.0
Adan Yabaal,2020-08-24,0.0,0.0,0.0,1.0
Adan Yabaal,2020-09-14,0.0,1.0,0.0,0.0
Adan Yabaal,2020-09-21,0.0,0.0,0.0,1.0
Adan Yabaal,2020-09-28,0.0,0.0,1.0,0.0
Adan Yabaal,2020-12-21,0.0,0.0,0.0,1.0
Adan Yabaal,2022-09-19,0.0,0.0,1.0,0.0
Adan Yabaal,2022-10-31,1.0,0.0,4.0,0.0
Adan Yabaal,2022-11-07,1.0,0.0,0.0,0.0
Adan Yabaal,2022-11-14,1.0,0.0,0.0,0.0
Adan Yabaal,2022-11-21,1.0,0.0,0.0,0.0
Adan Yabaal,2022-11-28,1.0,0.0,2.0,0.0
Adan Yabaal,2022-12-05,2.0,2.0,1.0,1.0
Adan Yabaal,2022-12-12,2.0,1.0,2.0,1.0
Adan Yabaal,2022-12-19,3.0,2.0,0.0,0.0
Adan Yabaal,2022-12-26,0.0,0.0,0.0,1.0
Adan Yabaal,2023-01-09,0.0,0.0,1.0,0.0
Adan Yabaal,2023-01-30,1.0,2.0,1.0,1.0
Adan Yabaal,2023-02-13,2.0,0.0,0.0,0.0
Adan Yabaal,2023-02-27,1.0,0.0,0.0,0.0
Adan Yabaal,2023-03-06,2.0,0.0,0.0,0.0
Adan Yabaal,2023-03-20,4.0,0.0,1.0,0.0
Adan Yabaal,2023-03-27,0.0,1.0,0.0,0.0
Adan Yabaal,2023-04-03,1.0,1.0,0.0,0.0
Adan Yabaal,2023-04-10,0.0,1.0,0.0,0.0
Adan Yabaal,2023-04-24,0.0,1.0,1.0,0.0
Adan Yabaal,2023-05-08,1.0,0.0,0.0,0.0
Adan Yabaal,2023-05-15,0.0,1.0,0.0,0.0
Adan Yabaal,2023-05-22,3.0,0.0,0.0,0.0
Adan Yabaal,2023-06-12,0.0,0.0,0.0,3.0
Adan Yabaal,2023-06-19,0.0,0.0,0.0,1.0
Adan Yabaal,2023-06-26,1.0,2.0,0.0,0.0
Adan Yabaal,2023-07-17,1.0,0.0,0.0,0.0
Adan Yabaal,2023-07-24,1.0,0.0,0.0,0.0
Afgooye,2017-01-02,0.0,0.0,0.0,1.0
Afgooye,2017-01-09,0.0,1.0,0.0,1.0
Afgooye,2017-01-16,3.0,3.0,0.0,0.0
Afgooye,2017-01-23,5.0,2.0,0.0,2.0
Afgooye,2017-01-30,2.0,0.0,0.0,3.0
Afgooye,2017-02-06,7.0,1.0,0.0,0.0
Afgooye,2017-02-13,2.0,1.0,0.0,1.0
Afgooye,2017-02-20,1.0,1.0,0.0,0.0
Afgooye,2017-02-27,0.0,1.0,0.0,0.0
Afgooye,2017-03-06,2.0,0.0,0.0,1.0
Afgooye,2017-03-13,2.0,0.0,0.0,2.0
Afgooye,2017-03-20,0.0,0.0,0.0,1.0
Afgooye,2017-03-27,1.0,1.0,0.0,0.0
Afgooye,2017-04-10,1.0,3.0,0.0,0.0
Afgooye,2017-04-17,6.0,1.0,0.0,1.0
Afgooye,2017-04-24,1.0,2.0,1.0,1.0
Afgooye,2017-05-01,4.0,0.0,0.0,2.0
Afgooye,2017-05-08,2.0,1.0,0.0,0.0
Afgooye,2017-05-15,0.0,1.0,0.0,0.0
Afgooye,2017-05-22,5.0,0.0,1.0,2.0
Afgooye,2017-05-29,3.0,1.0,0.0,0.0
Afgooye,2017-06-05,3.0,8.0,0.0,0.0
Afgooye,2017-06-12,0.0,0.0,1.0,1.0
Afgooye,2017-06-19,1.0,0.0,0.0,2.0
Afgooye,2017-06-26,1.0,6.0,0.0,1.0
Afgooye,2017-07-03,1.0,1.0,0.0,1.0
Afgooye,2017-07-10,5.0,0.0,0.0,0.0
Afgooye,2017-07-17,2.0,2.0,1.0,1.0
Afgooye,2017-07-24,3.0,3.0,0.0,1.0
Afgooye,2017-07-31,0.0,3.0,0.0,0.0
Afgooye,2017-08-07,2.0,0.0,0.0,1.0
Afgooye,2017-08-14,2.0,3.0,1.0,2.0
Afgooye,2017-08-21,5.0,1.0,1.0,3.0
Afgooye,2017-08-28,0.0,2.0,0.0,3.0
Afgooye,2017-09-04,1.0,4.0,0.0,2.0
Afgooye,2017-09-11,2.0,1.0,0.0,1.0
Afgooye,2017-09-18,1.0,2.0,3.0,0.0
Afgooye,2017-09-25,4.0,5.0,0.0,0.0
Afgooye,2017-10-02,6.0,2.0,0.0,0.0
Afgooye,2017-10-09,7.0,1.0,2.0,1.0
Afgooye,2017-10-16,8.0,5.0,1.0,0.0
Afgooye,2017-10-23,4.0,0.0,0.0,1.0
Afgooye,2017-10-30,5.0,1.0,2.0,1.0
Afgooye,2017-11-06,5.0,3.0,0.0,1.0
Afgooye,2017-11-13,0.0,0.0,2.0,0.0
Afgooye,2017-11-20,1.0,2.0,0.0,0.0
Afgooye,2017-11-27,2.0,2.0,0.0,0.0
Afgooye,2017-12-04,1.0,2.0,0.0,2.0
Afgooye,2017-12-18,5.0,0.0,0.0,0.0
Afgooye,2017-12-25,3.0,0.0,0.0,2.0
Afgooye,2018-01-01,4.0,2.0,0.0,1.0
Afgooye,2018-01-08,2.0,2.0,0.0,2.0
Afgooye,2018-01-15,4.0,0.0,0.0,1.0
Afgooye,2018-01-22,3.0,1.0,0.0,1.0
Afgooye,2018-01-29,4.0,2.0,0.0,0.0
Afgooye,2018-02-05,5.0,4.0,0.0,0.0
Afgooye,2018-02-12,5.0,3.0,2.0,1.0
Afgooye,2018-02-19,5.0,3.0,0.0,1.0
Afgooye,2018-02-26,5.0,3.0,0.0,1.0
Afgooye,2018-03-05,2.0,2.0,0.0,1.0
Afgooye,2018-03-12,1.0,0.0,0.0,0.0
Afgooye,2018-03-19,2.0,0.0,1.0,2.0
Afgooye,2018-03-26,5.0,0.0,0.0,1.0
Afgooye,2018-04-02,2.0,3.0,0.0,0.0
Afgooye,2018-04-09,1.0,0.0,0.0,0.0
Afgooye,2018-04-16,0.0,0.0,0.0,2.0
Afgooye,2018-04-23,8.0,1.0,0.0,1.0
Afgooye,2018-04-30,2.0,0.0,0.0,0.0
Afgooye,2018-05-07,2.0,6.0,0.0,0.0
Afgooye,2018-05-14,4.0,0.0,0.0,0.0
Afgooye,2018-05-21,5.0,9.0,0.0,1.0
Afgooye,2018-05-28,3.0,4.0,0.0,0.0
Afgooye,2018-06-04,7.0,1.0,0.0,0.0
Afgooye,2018-06-11,4.0,0.0,0.0,0.0
Afgooye,2018-06-18,5.0,0.0,0.0,0.0
Afgooye,2018-06-25,4.0,1.0,0.0,3.0
Afgooye,2018-07-02,1.0,0.0,0.0,0.0
Afgooye,2018-07-09,4.0,2.0,0.0,2.0
Afgooye,2018-07-16,2.0,2.0,0.0,0.0
Afgooye,2018-07-23,5.0,4.0,0.0,0.0
Afgooye,2018-07-30,6.0,1.0,0.0,1.0
Afgooye,2018-08-06,5.0,2.0,0.0,0.0
Afgooye,2018-08-13,3.0,3.0,0.0,0.0
Afgooye,2018-08-20,0.0,3.0,0.0,0.0
Afgooye,2018-08-27,8.0,2.0,0.0,1.0
Afgooye,2018-09-03,3.0,1.0,0.0,0.0
Afgooye,2018-09-10,7.0,5.0,0.0,0.0
Afgooye,2018-09-17,0.0,2.0,0.0,0.0
Afgooye,2018-09-24,2.0,1.0,0.0,2.0
Afgooye,2018-10-01,2.0,3.0,0.0,0.0
Afgooye,2018-10-08,2.0,1.0,0.0,0.0
Afgooye,2018-10-15,2.0,1.0,0.0,0.0
Afgooye,2018-10-22,3.0,1.0,0.0,3.0
Afgooye,2018-10-29,5.0,1.0,0.0,1.0
Afgooye,2018-11-05,1.0,2.0,1.0,3.0
Afgooye,2018-11-12,1.0,0.0,0.0,1.0
Afgooye,2018-11-19,1.0,1.0,0.0,0.0
Afgooye,2018-11-26,1.0,1.0,0.0,2.0
Afgooye,2018-12-03,2.0,2.0,2.0,0.0
Afgooye,2018-12-10,1.0,0.0,1.0,0.0
Afgooye,2018-12-17,2.0,0.0,0.0,1.0
Afgooye,2018-12-24,6.0,1.0,0.0,0.0
Afgooye,2018-12-31,4.0,2.0,1.0,0.0
Afgooye,2019-01-07,3.0,2.0,0.0,0.0
Afgooye,2019-01-14,7.0,0.0,2.0,0.0
Afgooye,2019-01-28,3.0,0.0,1.0,1.0
Afgooye,2019-02-04,7.0,1.0,1.0,1.0
Afgooye,2019-02-11,3.0,2.0,0.0,0.0
Afgooye,2019-02-18,5.0,4.0,0.0,0.0
Afgooye,2019-02-25,11.0,1.0,1.0,1.0
Afgooye,2019-03-04,2.0,1.0,0.0,0.0
Afgooye,2019-03-11,2.0,1.0,1.0,0.0
Afgooye,2019-03-18,4.0,1.0,0.0,1.0
Afgooye,2019-03-25,1.0,0.0,0.0,1.0
Afgooye,2019-04-01,5.0,0.0,0.0,0.0
Afgooye,2019-04-08,5.0,0.0,0.0,2.0
Afgooye,2019-04-15,2.0,2.0,0.0,0.0
Afgooye,2019-04-22,4.0,0.0,0.0,1.0
Afgooye,2019-04-29,4.0,4.0,0.0,0.0
Afgooye,2019-05-06,3.0,2.0,0.0,0.0
Afgooye,2019-05-13,9.0,2.0,0.0,0.0
Afgooye,2019-05-20,2.0,3.0,0.0,1.0
Afgooye,2019-05-27,4.0,3.0,0.0,2.0
Afgooye,2019-06-03,2.0,2.0,0.0,0.0
Afgooye,2019-06-10,2.0,0.0,1.0,1.0
Afgooye,2019-06-17,5.0,1.0,1.0,1.0
Afgooye,2019-06-24,5.0,3.0,0.0,2.0
Afgooye,2019-07-01,6.0,1.0,0.0,2.0
Afgooye,2019-07-08,3.0,3.0,0.0,0.0
Afgooye,2019-07-15,5.0,1.0,0.0,1.0
Afgooye,2019-07-22,5.0,2.0,0.0,0.0
Afgooye,2019-07-29,3.0,2.0,0.0,0.0
Afgooye,2019-08-05,8.0,3.0,1.0,0.0
Afgooye,2019-08-12,8.0,3.0,0.0,1.0
Afgooye,2019-08-19,6.0,2.0,0.0,1.0
Afgooye,2019-08-26,5.0,2.0,0.0,2.0
Afgooye,2019-09-02,3.0,1.0,1.0,0.0
Afgooye,2019-09-09,3.0,0.0,0.0,0.0
Afgooye,2019-09-16,4.0,0.0,0.0,0.0
Afgooye,2019-09-23,0.0,4.0,0.0,1.0
Afgooye,2019-09-30,1.0,4.0,1.0,0.0
Afgooye,2019-10-07,1.0,3.0,0.0,1.0
Afgooye,2019-10-14,5.0,1.0,1.0,4.0
Afgooye,2019-10-21,1.0,2.0,0.0,0.0
Afgooye,2019-10-28,1.0,3.0,0.0,2.0
Afgooye,2019-11-04,3.0,6.0,0.0,0.0
Afgooye,2019-11-11,5.0,1.0,0.0,1.0
Afgooye,2019-11-18,3.0,2.0,0.0,3.0
Afgooye,2019-11-25,0.0,0.0,0.0,1.0
Afgooye,2019-12-02,4.0,2.0,0.0,1.0
Afgooye,2019-12-09,3.0,1.0,0.0,1.0
Afgooye,2019-12-16,10.0,0.0,0.0,2.0
Afgooye,2019-12-23,11.0,0.0,0.0,0.0
Afgooye,2019-12-30,9.0,1.0,0.0,0.0
Afgooye,2020-01-06,4.0,1.0,0.0,1.0
Afgooye,2020-01-13,4.0,1.0,1.0,2.0
Afgooye,2020-01-20,6.0,0.0,0.0,0.0
Afgooye,2020-01-27,6.0,0.0,0.0,0.0
Afgooye,2020-02-03,3.0,2.0,0.0,2.0
Afgooye,2020-02-10,2.0,2.0,0.0,2.0
Afgooye,2020-02-17,4.0,2.0,0.0,1.0
Afgooye,2020-02-24,8.0,1.0,0.0,1.0
Afgooye,2020-03-02,8.0,1.0,0.0,0.0
Afgooye,2020-03-09,8.0,0.0,1.0,0.0
Afgooye,2020-03-16,3.0,3.0,0.0,1.0
Afgooye,2020-03-23,2.0,1.0,0.0,0.0
Afgooye,2020-03-30,4.0,3.0,0.0,1.0
Afgooye,2020-04-06,4.0,2.0,0.0,0.0
Afgooye,2020-04-13,2.0,0.0,0.0,0.0
Afgooye,2020-04-20,4.0,3.0,0.0,0.0
Afgooye,2020-04-27,4.0,1.0,0.0,2.0
Afgooye,2020-05-04,5.0,1.0,0.0,2.0
Afgooye,2020-05-11,10.0,3.0,0.0,0.0
Afgooye,2020-05-18,5.0,0.0,0.0,1.0
Afgooye,2020-05-25,1.0,2.0,0.0,2.0
Afgooye,2020-06-01,1.0,0.0,0.0,0.0
Afgooye,2020-06-08,4.0,1.0,1.0,1.0
Afgooye,2020-06-15,2.0,0.0,0.0,0.0
Afgooye,2020-06-22,6.0,0.0,0.0,1.0
Afgooye,2020-07-06,2.0,1.0,0.0,0.0
Afgooye,2020-07-13,1.0,0.0,0.0,0.0
Afgooye,2020-07-20,3.0,1.0,0.0,0.0
Afgooye,2020-07-27,4.0,1.0,0.0,0.0
Afgooye,2020-08-03,3.0,0.0,0.0,0.0
Afgooye,2020-08-10,3.0,3.0,1.0,0.0
Afgooye,2020-08-17,5.0,1.0,0.0,0.0
Afgooye,2020-08-24,8.0,0.0,0.0,0.0
Afgooye,2020-08-31,12.0,0.0,0.0,0.0
Afgooye,2020-09-07,9.0,0.0,0.0,2.0
Afgooye,2020-09-14,4.0,2.0,0.0,0.0
Afgooye,2020-09-21,6.0,3.0,0.0,1.0
Afgooye,2020-09-28,4.0,2.0,0.0,0.0
Afgooye,2020-10-05,9.0,2.0,0.0,1.0
Afgooye,2020-10-12,3.0,1.0,0.0,0.0
Afgooye,2020-10-19,6.0,1.0,0.0,2.0
Afgooye,2020-10-26,2.0,2.0,0.0,1.0
Afgooye,2020-11-02,3.0,1.0,0.0,0.0
Afgooye,2020-11-09,4.0,0.0,0.0,0.0
Afgooye,2020-11-16,7.0,2.0,0.0,0.0
Afgooye,2020-11-23,4.0,1.0,0.0,1.0
Afgooye,2020-11-30,17.0,1.0,0.0,1.0
Afgooye,2020-12-07,11.0,2.0,0.0,0.0
Afgooye,2020-12-14,4.0,0.0,0.0,0.0
Afgooye,2020-12-21,8.0,0.0,0.0,0.0
Afgooye,2020-12-28,11.0,3.0,0.0,0.0
Afgooye,2021-01-04,8.0,0.0,0.0,0.0
Afgooye,2021-01-11,6.0,2.0,0.0,0.0
Afgooye,2021-01-18,12.0,1.0,0.0,1.0
Afgooye,2021-01-25,15.0,1.0,0.0,0.0
Afgooye,2021-02-01,15.0,2.0,0.0,0.0
Afgooye,2021-02-08,8.0,0.0,0.0,2.0
Afgooye,2021-02-15,9.0,1.0,0.0,1.0
Afgooye,2021-02-22,4.0,0.0,0.0,1.0
Afgooye,2021-03-01,10.0,0.0,0.0,0.0
Afgooye,2021-03-08,6.0,2.0,0.0,0.0
Afgooye,2021-03-15,5.0,1.0,1.0,0.0
Afgooye,2021-03-22,2.0,0.0,1.0,1.0
Afgooye,2021-03-29,10.0,2.0,0.0,0.0
Afgooye,2021-04-05,1.0,1.0,0.0,0.0
Afgooye,2021-04-12,4.0,0.0,0.0,0.0
Afgooye,2021-04-19,7.0,0.0,0.0,1.0
Afgooye,2021-04-26,11.0,0.0,0.0,1.0
Afgooye,2021-05-03,4.0,0.0,0.0,0.0
Afgooye,2021-05-10,3.0,1.0,0.0,0.0
Afgooye,2021-05-17,6.0,0.0,0.0,0.0
Afgooye,2021-05-24,7.0,1.0,0.0,0.0
Afgooye,2021-05-31,10.0,0.0,0.0,2.0
Afgooye,2021-06-07,4.0,0.0,0.0,0.0
Afgooye,2021-06-14,9.0,2.0,0.0,0.0
Afgooye,2021-06-21,8.0,2.0,0.0,0.0
Afgooye,2021-06-28,2.0,1.0,0.0,3.0
Afgooye,2021-07-05,5.0,3.0,1.0,1.0
Afgooye,2021-07-12,6.0,0.0,0.0,0.0
Afgooye,2021-07-19,4.0,0.0,0.0,0.0
Afgooye,2021-07-26,7.0,0.0,0.0,0.0
Afgooye,2021-08-02,6.0,0.0,0.0,0.0
Afgooye,2021-08-09,4.0,0.0,0.0,0.0
Afgooye,2021-08-16,3.0,2.0,0.0,0.0
Afgooye,2021-08-23,7.0,0.0,0.0,0.0
Afgooye,2021-08-30,3.0,1.0,0.0,2.0
Afgooye,2021-09-06,6.0,2.0,0.0,0.0
Afgooye,2021-09-13,4.0,0.0,0.0,0.0
Afgooye,2021-09-20,11.0,3.0,0.0,0.0
Afgooye,2021-09-27,12.0,1.0,0.0,0.0
Afgooye,2021-10-04,6.0,2.0,0.0,0.0
Afgooye,2021-10-11,5.0,0.0,0.0,0.0
Afgooye,2021-10-18,8.0,1.0,0.0,0.0
Afgooye,2021-10-25,9.0,2.0,0.0,1.0
Afgooye,2021-11-01,3.0,0.0,0.0,0.0
Afgooye,2021-11-08,5.0,1.0,0.0,1.0
Afgooye,2021-11-15,8.0,0.0,0.0,0.0
Afgooye,2021-11-22,6.0,3.0,0.0,0.0
Afgooye,2021-11-29,7.0,1.0,0.0,0.0
Afgooye,2021-12-06,12.0,2.0,0.0,0.0
Afgooye,2021-12-13,7.0,2.0,0.0,0.0
Afgooye,2021-12-20,7.0,4.0,0.0,1.0
Afgooye,2021-12-27,14.0,1.0,1.0,0.0
Afgooye,2022-01-03,4.0,2.0,0.0,0.0
Afgooye,2022-01-10,3.0,0.0,0.0,0.0
Afgooye,2022-01-17,3.0,0.0,1.0,0.0
Afgooye,2022-01-24,1.0,1.0,0.0,1.0
Afgooye,2022-01-31,3.0,1.0,0.0,1.0
Afgooye,2022-02-07,6.0,0.0,3.0,1.0
Afgooye,2022-02-14,4.0,3.0,0.0,0.0
Afgooye,2022-02-21,4.0,1.0,0.0,0.0
Afgooye,2022-02-28,5.0,0.0,0.0,1.0
Afgooye,2022-03-07,4.0,1.0,1.0,2.0
Afgooye,2022-03-14,1.0,2.0,0.0,0.0
Afgooye,2022-03-21,2.0,4.0,0.0,0.0
Afgooye,2022-03-28,3.0,1.0,0.0,0.0
Afgooye,2022-04-04,4.0,0.0,0.0,0.0
Afgooye,2022-04-11,9.0,0.0,0.0,2.0
Afgooye,2022-04-18,7.0,1.0,0.0,1.0
Afgooye,2022-04-25,4.0,1.0,0.0,2.0
Afgooye,2022-05-02,4.0,2.0,0.0,0.0
Afgooye,2022-05-09,12.0,1.0,0.0,0.0
Afgooye,2022-05-16,10.0,2.0,0.0,0.0
Afgooye,2022-05-23,8.0,3.0,0.0,0.0
Afgooye,2022-05-30,5.0,2.0,0.0,0.0
Afgooye,2022-06-06,4.0,2.0,0.0,1.0
Afgooye,2022-06-13,9.0,1.0,0.0,1.0
Afgooye,2022-06-20,12.0,1.0,0.0,2.0
Afgooye,2022-06-27,1.0,1.0,0.0,0.0
Afgooye,2022-07-04,3.0,2.0,0.0,0.0
Afgooye,2022-07-11,5.0,0.0,0.0,0.0
Afgooye,2022-07-18,6.0,1.0,0.0,0.0
Afgooye,2022-07-25,2.0,1.0,0.0,0.0
Afgooye,2022-08-01,9.0,1.0,0.0,2.0
Afgooye,2022-08-08,7.0,2.0,0.0,2.0
Afgooye,2022-08-15,4.0,2.0,0.0,1.0
Afgooye,2022-08-22,6.0,1.0,0.0,1.0
Afgooye,2022-08-29,6.0,1.0,0.0,1.0
Afgooye,2022-09-05,12.0,2.0,0.0,0.0
Afgooye,2022-09-12,5.0,2.0,2.0,0.0
Afgooye,2022-09-19,7.0,3.0,0.0,0.0
Afgooye,2022-09-26,7.0,2.0,10.0,0.0
Afgooye,2022-10-03,4.0,3.0,0.0,0.0
Afgooye,2022-10-10,5.0,2.0,0.0,0.0
Afgooye,2022-10-17,7.0,1.0,0.0,0.0
Afgooye,2022-10-24,4.0,1.0,0.0,1.0
Afgooye,2022-10-31,2.0,1.0,0.0,0.0
Afgooye,2022-11-07,5.0,1.0,1.0,0.0
Afgooye,2022-11-14,2.0,1.0,0.0,1.0
Afgooye,2022-11-21,8.0,2.0,0.0,0.0
Afgooye,2022-11-28,3.0,1.0,0.0,2.0
Afgooye,2022-12-05,10.0,1.0,0.0,0.0
Afgooye,2022-12-12,9.0,0.0,0.0,1.0
Afgooye,2022-12-19,11.0,2.0,0.0,0.0
Afgooye,2022-12-26,7.0,2.0,0.0,0.0
Afgooye,2023-01-02,15.0,1.0,1.0,0.0
Afgooye,2023-01-09,6.0,1.0,0.0,0.0
Afgooye,2023-01-16,1.0,1.0,1.0,0.0
Afgooye,2023-01-23,1.0,2.0,0.0,1.0
Afgooye,2023-02-06,4.0,4.0,0.0,0.0
Afgooye,2023-02-13,6.0,1.0,1.0,0.0
Afgooye,2023-02-20,1.0,2.0,0.0,1.0
Afgooye,2023-02-27,6.0,2.0,1.0,2.0
Afgooye,2023-03-06,3.0,1.0,2.0,1.0
Afgooye,2023-03-13,1.0,0.0,0.0,0.0
Afgooye,2023-03-20,1.0,1.0,1.0,0.0
Afgooye,2023-03-27,1.0,3.0,0.0,1.0
Afgooye,2023-04-03,1.0,0.0,0.0,2.0
Afgooye,2023-04-10,3.0,2.0,0.0,2.0
Afgooye,2023-04-17,0.0,0.0,1.0,0.0
Afgooye,2023-04-24,3.0,1.0,0.0,1.0
Afgooye,2023-05-01,4.0,2.0,0.0,0.0
Afgooye,2023-05-08,3.0,2.0,0.0,1.0
Afgooye,2023-05-15,6.0,2.0,0.0,0.0
Afgooye,2023-05-22,2.0,2.0,0.0,0.0
Afgooye,2023-05-29,2.0,0.0,0.0,0.0
Afgooye,2023-06-05,14.0,1.0,0.0,0.0
Afgooye,2023-06-12,12.0,1.0,0.0,0.0
Afgooye,2023-06-19,9.0,2.0,1.0,1.0
Afgooye,2023-06-26,5.0,1.0,1.0,0.0
Afgooye,2023-07-03,8.0,3.0,0.0,0.0
Afgooye,2023-07-10,2.0,2.0,1.0,0.0
Afgooye,2023-07-17,7.0,1.0,1.0,0.0
Afgooye,2023-07-24,1.0,0.0,0.0,0.0
Afmadow,2017-01-30,2.0,1.0,0.0,0.0
Afmadow,2017-02-20,0.0,2.0,0.0,1.0
Afmadow,2017-02-27,2.0,0.0,0.0,0.0
Afmadow,2017-04-24,0.0,0.0,2.0,0.0
Afmadow,2017-05-29,1.0,2.0,0.0,1.0
Afmadow,2017-06-05,1.0,2.0,0.0,1.0
Afmadow,2017-06-19,1.0,0.0,0.0,0.0
Afmadow,2017-06-26,2.0,0.0,0.0,0.0
Afmadow,2017-07-17,2.0,0.0,0.0,1.0
Afmadow,2017-07-31,1.0,0.0,0.0,0.0
Afmadow,2017-08-07,1.0,1.0,0.0,0.0
Afmadow,2017-08-28,1.0,0.0,0.0,0.0
Afmadow,2017-09-04,0.0,0.0,1.0,1.0
Afmadow,2017-09-11,0.0,2.0,0.0,0.0
Afmadow,2017-09-18,1.0,0.0,0.0,0.0
Afmadow,2017-09-25,0.0,0.0,1.0,1.0
Afmadow,2017-10-09,1.0,0.0,0.0,1.0
Afmadow,2017-10-23,0.0,0.0,0.0,1.0
Afmadow,2017-11-06,1.0,0.0,0.0,0.0
Afmadow,2017-11-20,1.0,0.0,0.0,0.0
Afmadow,2017-11-27,1.0,0.0,0.0,0.0
Afmadow,2017-12-04,2.0,0.0,0.0,0.0
Afmadow,2018-01-01,2.0,0.0,0.0,0.0
Afmadow,2018-01-08,1.0,3.0,0.0,0.0
Afmadow,2018-01-29,0.0,2.0,0.0,0.0
Afmadow,2018-02-12,0.0,0.0,1.0,0.0
Afmadow,2018-02-19,2.0,0.0,0.0,0.0
Afmadow,2018-02-26,1.0,0.0,0.0,0.0
Afmadow,2018-03-12,0.0,0.0,0.0,1.0
Afmadow,2018-03-26,2.0,0.0,0.0,0.0
Afmadow,2018-04-02,2.0,1.0,0.0,0.0
Afmadow,2018-04-09,0.0,1.0,0.0,0.0
Afmadow,2018-04-16,2.0,0.0,0.0,0.0
Afmadow,2018-04-23,2.0,2.0,0.0,0.0
Afmadow,2018-04-30,3.0,1.0,1.0,0.0
Afmadow,2018-05-07,0.0,0.0,0.0,1.0
Afmadow,2018-05-14,0.0,1.0,0.0,0.0
Afmadow,2018-05-21,1.0,1.0,2.0,0.0
Afmadow,2018-05-28,0.0,1.0,0.0,0.0
Afmadow,2018-07-02,1.0,0.0,0.0,0.0
Afmadow,2018-09-10,1.0,2.0,0.0,0.0
Afmadow,2018-09-17,0.0,1.0,0.0,0.0
Afmadow,2018-10-08,1.0,0.0,0.0,0.0
Afmadow,2018-10-15,0.0,0.0,0.0,1.0
Afmadow,2018-10-22,0.0,1.0,0.0,0.0
Afmadow,2018-11-19,1.0,0.0,0.0,0.0
Afmadow,2018-11-26,0.0,0.0,1.0,0.0
Afmadow,2018-12-10,0.0,0.0,0.0,1.0
Afmadow,2018-12-17,1.0,0.0,0.0,0.0
Afmadow,2018-12-24,0.0,1.0,2.0,0.0
Afmadow,2018-12-31,3.0,0.0,2.0,1.0
Afmadow,2019-01-07,2.0,1.0,1.0,0.0
Afmadow,2019-01-14,1.0,0.0,0.0,1.0
Afmadow,2019-01-21,1.0,2.0,1.0,0.0
Afmadow,2019-01-28,0.0,4.0,0.0,0.0
Afmadow,2019-02-04,1.0,1.0,1.0,2.0
Afmadow,2019-02-11,1.0,0.0,0.0,0.0
Afmadow,2019-02-18,1.0,1.0,0.0,0.0
Afmadow,2019-03-04,0.0,1.0,0.0,0.0
Afmadow,2019-03-11,2.0,0.0,0.0,0.0
Afmadow,2019-03-18,2.0,0.0,0.0,0.0
Afmadow,2019-03-25,1.0,1.0,0.0,0.0
Afmadow,2019-04-01,1.0,0.0,0.0,0.0
Afmadow,2019-04-08,1.0,2.0,0.0,0.0
Afmadow,2019-04-29,0.0,1.0,0.0,0.0
Afmadow,2019-05-13,2.0,1.0,0.0,0.0
Afmadow,2019-05-20,4.0,0.0,0.0,0.0
Afmadow,2019-05-27,2.0,0.0,0.0,1.0
Afmadow,2019-06-03,0.0,1.0,0.0,0.0
Afmadow,2019-06-24,0.0,1.0,0.0,0.0
Afmadow,2019-07-01,0.0,0.0,0.0,1.0
Afmadow,2019-07-08,2.0,1.0,0.0,0.0
Afmadow,2019-07-22,1.0,0.0,0.0,0.0
Afmadow,2019-08-19,0.0,1.0,0.0,0.0
Afmadow,2019-09-02,1.0,1.0,0.0,0.0
Afmadow,2019-09-16,1.0,0.0,1.0,2.0
Afmadow,2019-09-23,0.0,0.0,0.0,1.0
Afmadow,2019-09-30,0.0,1.0,0.0,0.0
Afmadow,2019-10-14,1.0,0.0,0.0,0.0
Afmadow,2019-10-21,1.0,0.0,0.0,0.0
Afmadow,2019-10-28,1.0,0.0,0.0,0.0
Afmadow,2019-11-04,4.0,1.0,0.0,1.0
Afmadow,2019-11-18,2.0,0.0,0.0,0.0
Afmadow,2019-11-25,1.0,0.0,0.0,1.0
Afmadow,2019-12-02,4.0,0.0,0.0,0.0
